"No.","Time","Source","Destination","Protocol","Length","Info"
"1","11:47:19.402128054","10.10.5.11","10.10.5.10","TCP","5108","49205  >  1291 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=5054"
"2","11:47:19.402178449","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=1 Ack=5055 Win=501 Len=0"
"3","11:47:19.402368140","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=1 Ack=5055 Win=501 Len=15"
"4","11:47:19.588838030","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=5055 Ack=16 Win=256 Len=0"
"5","11:47:20.521817004","10.10.5.14","10.10.5.10","TCP","4697","49195  >  1294 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4643"
"6","11:47:20.521852698","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=1 Ack=4644 Win=481 Len=0"
"7","11:47:20.522093498","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=1 Ack=4644 Win=501 Len=15"
"8","11:47:20.719917169","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=4644 Ack=16 Win=256 Len=0"
"9","11:47:20.736925051","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4488"
"10","11:47:20.736953819","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=1 Ack=4489 Win=484 Len=0"
"11","11:47:20.737179273","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=1 Ack=4489 Win=501 Len=15"
"12","11:47:20.929634514","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=4489 Ack=16 Win=256 Len=0"
"13","11:47:23.928583356","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"14","11:47:23.928597716","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"15","11:47:26.214081489","10.10.5.13","10.10.5.10","TCP","4626","49196  >  1293 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=4572"
"16","11:47:26.214140936","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=1 Ack=4573 Win=484 Len=0"
"17","11:47:26.214335192","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=1 Ack=4573 Win=501 Len=15"
"18","11:47:26.406154697","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=4573 Ack=16 Win=256 Len=0"
"19","11:47:34.408866631","10.10.5.11","10.10.5.10","TCP","5104","49205  >  1291 [PSH, ACK] Seq=5055 Ack=16 Win=256 Len=5050"
"20","11:47:34.408926858","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=16 Ack=10105 Win=501 Len=0"
"21","11:47:34.409121890","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=16 Ack=10105 Win=501 Len=15"
"22","11:47:34.602553445","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=10105 Ack=31 Win=256 Len=0"
"23","11:47:35.524289486","10.10.5.14","10.10.5.10","TCP","4697","49195  >  1294 [PSH, ACK] Seq=4644 Ack=16 Win=256 Len=4643"
"24","11:47:35.524322025","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=16 Ack=9287 Win=481 Len=0"
"25","11:47:35.524618405","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=16 Ack=9287 Win=501 Len=15"
"26","11:47:35.720337692","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=9287 Ack=31 Win=256 Len=0"
"27","11:47:35.744082547","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=4489 Ack=16 Win=256 Len=4488"
"28","11:47:35.744185548","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=16 Ack=8977 Win=501 Len=0"
"29","11:47:35.744475697","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=16 Ack=8977 Win=501 Len=15"
"30","11:47:35.937158742","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=8977 Ack=31 Win=256 Len=0"
"31","11:47:40.032041861","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"32","11:47:40.032056827","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"33","11:47:40.685782097","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"34","11:47:40.685796247","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"35","11:47:41.220622149","10.10.5.13","10.10.5.10","TCP","4626","49196  >  1293 [PSH, ACK] Seq=4573 Ack=16 Win=256 Len=4572"
"36","11:47:41.220741803","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=16 Ack=9145 Win=501 Len=0"
"37","11:47:41.220967335","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=16 Ack=9145 Win=501 Len=15"
"38","11:47:41.412233054","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=9145 Ack=31 Win=256 Len=0"
"39","11:47:46.032267057","PcsCompu_c8:46:cd","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13"
"40","11:47:46.032284079","PcsCompu_df:63:fa","PcsCompu_c8:46:cd","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"41","11:47:49.416876253","10.10.5.11","10.10.5.10","TCP","5104","49205  >  1291 [PSH, ACK] Seq=10105 Ack=31 Win=256 Len=5050"
"42","11:47:49.416947509","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=31 Ack=15155 Win=501 Len=0"
"43","11:47:49.417169325","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=31 Ack=15155 Win=501 Len=15"
"44","11:47:49.616540653","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=15155 Ack=46 Win=256 Len=0"
"45","11:47:50.522450388","10.10.5.14","10.10.5.10","TCP","4694","49195  >  1294 [PSH, ACK] Seq=9287 Ack=31 Win=256 Len=4640"
"46","11:47:50.522510656","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=31 Ack=13927 Win=501 Len=0"
"47","11:47:50.522715140","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=31 Ack=13927 Win=501 Len=15"
"48","11:47:50.719210541","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=13927 Ack=46 Win=256 Len=0"
"49","11:47:50.752489844","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=8977 Ack=31 Win=256 Len=4488"
"50","11:47:50.752542345","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=31 Ack=13465 Win=501 Len=0"
"51","11:47:50.752741307","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=31 Ack=13465 Win=501 Len=15"
"52","11:47:50.945047253","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=13465 Ack=46 Win=256 Len=0"
"53","11:47:53.858785911","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.13? Tell 10.10.5.11"
"54","11:47:53.858786443","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.14? Tell 10.10.5.11"
"55","11:47:53.858919015","PcsCompu_c8:46:cd","PcsCompu_60:73:28","ARP","60","10.10.5.13 is at 08:00:27:c8:46:cd"
"56","11:47:53.858919184","PcsCompu_90:18:5a","PcsCompu_60:73:28","ARP","60","10.10.5.14 is at 08:00:27:90:18:5a"
"57","11:47:53.859049011","10.10.5.11","10.10.5.13","TCP","60","49209  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"58","11:47:53.859049099","10.10.5.11","10.10.5.14","TCP","60","49207  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"59","11:47:56.228342974","10.10.5.13","10.10.5.10","TCP","4552","49196  >  1293 [PSH, ACK] Seq=9145 Ack=31 Win=256 Len=4498"
"60","11:47:56.228398819","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=31 Ack=13643 Win=501 Len=0"
"61","11:47:56.228623407","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=31 Ack=13643 Win=501 Len=15"
"62","11:47:56.420456608","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=13643 Ack=46 Win=256 Len=0"
"63","11:48:04.423609916","10.10.5.11","10.10.5.10","TCP","4802","49205  >  1291 [PSH, ACK] Seq=15155 Ack=46 Win=256 Len=4748"
"64","11:48:04.423671776","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=46 Ack=19903 Win=501 Len=0"
"65","11:48:04.423893077","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=46 Ack=19903 Win=501 Len=15"
"66","11:48:04.618154059","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=19903 Ack=61 Win=256 Len=0"
"67","11:48:05.523360936","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=13927 Ack=46 Win=256 Len=4565"
"68","11:48:05.523409872","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=46 Ack=18492 Win=501 Len=0"
"69","11:48:05.523616652","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=46 Ack=18492 Win=501 Len=15"
"70","11:48:05.719230299","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=18492 Ack=61 Win=256 Len=0"
"71","11:48:05.757437574","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=13465 Ack=46 Win=256 Len=4485"
"72","11:48:05.757495604","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=46 Ack=17950 Win=501 Len=0"
"73","11:48:05.757719372","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=46 Ack=17950 Win=501 Len=15"
"74","11:48:05.950953163","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=17950 Ack=61 Win=256 Len=0"
"75","11:48:10.033071799","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"76","11:48:10.033087043","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"77","11:48:11.235376937","10.10.5.13","10.10.5.10","TCP","4548","49196  >  1293 [PSH, ACK] Seq=13643 Ack=46 Win=256 Len=4494"
"78","11:48:11.235432443","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=46 Ack=18137 Win=501 Len=0"
"79","11:48:11.235636211","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=46 Ack=18137 Win=501 Len=15"
"80","11:48:11.426780478","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=18137 Ack=61 Win=256 Len=0"
"81","11:48:19.431214637","10.10.5.11","10.10.5.10","TCP","4801","49205  >  1291 [PSH, ACK] Seq=19903 Ack=61 Win=256 Len=4747"
"82","11:48:19.431286444","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=61 Ack=24650 Win=501 Len=0"
"83","11:48:19.431487326","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=61 Ack=24650 Win=501 Len=15"
"84","11:48:19.622707707","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=24650 Ack=76 Win=256 Len=0"
"85","11:48:20.523356828","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=18492 Ack=61 Win=256 Len=4565"
"86","11:48:20.523432698","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=61 Ack=23057 Win=501 Len=0"
"87","11:48:20.523621590","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=61 Ack=23057 Win=501 Len=15"
"88","11:48:20.719652667","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=23057 Ack=76 Win=256 Len=0"
"89","11:48:20.765787472","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=17950 Ack=61 Win=256 Len=4485"
"90","11:48:20.765848831","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=61 Ack=22435 Win=501 Len=0"
"91","11:48:20.766026101","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=61 Ack=22435 Win=501 Len=15"
"92","11:48:20.963909726","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=22435 Ack=76 Win=256 Len=0"
"93","11:48:23.933661586","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"94","11:48:23.933675341","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"95","11:48:25.688556123","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"96","11:48:25.688570649","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"97","11:48:26.242083269","10.10.5.13","10.10.5.10","TCP","4548","49196  >  1293 [PSH, ACK] Seq=18137 Ack=61 Win=256 Len=4494"
"98","11:48:26.242171249","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=61 Ack=22631 Win=501 Len=0"
"99","11:48:26.242410437","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=61 Ack=22631 Win=501 Len=15"
"100","11:48:26.443530615","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=22631 Ack=76 Win=256 Len=0"
"101","11:48:34.438347101","10.10.5.11","10.10.5.10","TCP","4801","49205  >  1291 [PSH, ACK] Seq=24650 Ack=76 Win=256 Len=4747"
"102","11:48:34.438404060","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=76 Ack=29397 Win=501 Len=0"
"103","11:48:34.438650214","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=76 Ack=29397 Win=501 Len=15"
"104","11:48:34.640752003","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=29397 Ack=91 Win=255 Len=0"
"105","11:48:35.524095616","10.10.5.14","10.10.5.10","TCP","4619","49195  >  1294 [PSH, ACK] Seq=23057 Ack=76 Win=256 Len=4565"
"106","11:48:35.524151005","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=76 Ack=27622 Win=501 Len=0"
"107","11:48:35.524365690","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=76 Ack=27622 Win=501 Len=15"
"108","11:48:35.720061664","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=27622 Ack=91 Win=256 Len=0"
"109","11:48:35.771378176","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=22435 Ack=76 Win=256 Len=4488"
"110","11:48:35.771437791","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=76 Ack=26923 Win=501 Len=0"
"111","11:48:35.771620496","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=76 Ack=26923 Win=501 Len=15"
"112","11:48:35.965284039","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=26923 Ack=91 Win=256 Len=0"
"113","11:48:40.032542469","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"114","11:48:40.032557606","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"115","11:48:41.247614637","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=22631 Ack=76 Win=256 Len=4496"
"116","11:48:41.247676683","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=76 Ack=27127 Win=501 Len=0"
"117","11:48:41.247912993","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=76 Ack=27127 Win=501 Len=15"
"118","11:48:41.440569435","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=27127 Ack=91 Win=256 Len=0"
"119","11:48:46.035130663","PcsCompu_c8:46:cd","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13"
"120","11:48:46.035144610","PcsCompu_df:63:fa","PcsCompu_c8:46:cd","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"121","11:48:49.445115685","10.10.5.11","10.10.5.10","TCP","4726","49205  >  1291 [PSH, ACK] Seq=29397 Ack=91 Win=255 Len=4672"
"122","11:48:49.445164489","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=91 Ack=34069 Win=501 Len=0"
"123","11:48:49.445403435","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=91 Ack=34069 Win=501 Len=15"
"124","11:48:49.637621567","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=34069 Ack=106 Win=255 Len=0"
"125","11:48:50.522887890","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=27622 Ack=91 Win=256 Len=4496"
"126","11:48:50.522963896","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=91 Ack=32118 Win=501 Len=0"
"127","11:48:50.523162144","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=91 Ack=32118 Win=501 Len=15"
"128","11:48:50.735579303","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=32118 Ack=106 Win=256 Len=0"
"129","11:48:50.779827488","10.10.5.12","10.10.5.10","TCP","4539","49204  >  1292 [PSH, ACK] Seq=26923 Ack=91 Win=256 Len=4485"
"130","11:48:50.779895724","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=91 Ack=31408 Win=501 Len=0"
"131","11:48:50.780111952","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=91 Ack=31408 Win=501 Len=15"
"132","11:48:50.970458888","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=31408 Ack=106 Win=255 Len=0"
"133","11:48:56.254093982","10.10.5.13","10.10.5.10","TCP","4551","49196  >  1293 [PSH, ACK] Seq=27127 Ack=91 Win=256 Len=4497"
"134","11:48:56.254143126","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=91 Ack=31624 Win=501 Len=0"
"135","11:48:56.254350873","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=91 Ack=31624 Win=501 Len=15"
"136","11:48:56.447268682","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=31624 Ack=106 Win=255 Len=0"
"137","11:49:04.450382357","10.10.5.11","10.10.5.10","TCP","4548","49205  >  1291 [PSH, ACK] Seq=34069 Ack=106 Win=255 Len=4494"
"138","11:49:04.450486409","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=106 Ack=38563 Win=501 Len=0"
"139","11:49:04.450849858","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=106 Ack=38563 Win=501 Len=15"
"140","11:49:04.642838276","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=38563 Ack=121 Win=255 Len=0"
"141","11:49:05.522616353","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=32118 Ack=106 Win=256 Len=4496"
"142","11:49:05.522665194","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=106 Ack=36614 Win=501 Len=0"
"143","11:49:05.522877584","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=106 Ack=36614 Win=501 Len=15"
"144","11:49:05.720107935","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=36614 Ack=121 Win=255 Len=0"
"145","11:49:05.786562544","10.10.5.12","10.10.5.10","TCP","4542","49204  >  1292 [PSH, ACK] Seq=31408 Ack=106 Win=255 Len=4488"
"146","11:49:05.786622029","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=106 Ack=35896 Win=501 Len=0"
"147","11:49:05.786826127","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=106 Ack=35896 Win=501 Len=15"
"148","11:49:05.983606502","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=35896 Ack=121 Win=255 Len=0"
"149","11:49:10.032681681","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"150","11:49:10.032699141","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"151","11:49:10.691532738","PcsCompu_03:cb:a5","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12"
"152","11:49:10.691547246","PcsCompu_df:63:fa","PcsCompu_03:cb:a5","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"153","11:49:11.260626868","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=31624 Ack=106 Win=255 Len=4496"
"154","11:49:11.260688323","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=106 Ack=36120 Win=501 Len=0"
"155","11:49:11.260898446","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=106 Ack=36120 Win=501 Len=15"
"156","11:49:11.453365150","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=36120 Ack=121 Win=255 Len=0"
"157","11:49:19.456724064","10.10.5.11","10.10.5.10","TCP","4549","49205  >  1291 [PSH, ACK] Seq=38563 Ack=121 Win=255 Len=4495"
"158","11:49:19.456781645","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=121 Ack=43058 Win=501 Len=0"
"159","11:49:19.456992655","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=121 Ack=43058 Win=501 Len=15"
"160","11:49:19.649449990","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=43058 Ack=136 Win=255 Len=0"
"161","11:49:20.523265167","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=36614 Ack=121 Win=255 Len=4496"
"162","11:49:20.523315057","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=121 Ack=41110 Win=501 Len=0"
"163","11:49:20.523527631","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=121 Ack=41110 Win=501 Len=15"
"164","11:49:20.720641546","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=41110 Ack=136 Win=255 Len=0"
"165","11:49:20.791730438","10.10.5.12","10.10.5.10","TCP","4540","49204  >  1292 [PSH, ACK] Seq=35896 Ack=121 Win=255 Len=4486"
"166","11:49:20.791784276","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=121 Ack=40382 Win=501 Len=0"
"167","11:49:20.791994935","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=121 Ack=40382 Win=501 Len=15"
"168","11:49:20.985299384","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=40382 Ack=136 Win=255 Len=0"
"169","11:49:24.434910802","PcsCompu_60:73:28","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11"
"170","11:49:24.434925632","PcsCompu_df:63:fa","PcsCompu_60:73:28","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
"171","11:49:26.265490174","10.10.5.13","10.10.5.10","TCP","4550","49196  >  1293 [PSH, ACK] Seq=36120 Ack=121 Win=255 Len=4496"
"172","11:49:26.265544468","10.10.5.10","10.10.5.13","TCP","54","1293  >  49196 [ACK] Seq=121 Ack=40616 Win=501 Len=0"
"173","11:49:26.265793091","10.10.5.10","10.10.5.13","TCP","69","1293  >  49196 [PSH, ACK] Seq=121 Ack=40616 Win=501 Len=15"
"174","11:49:26.455477986","10.10.5.13","10.10.5.10","TCP","60","49196  >  1293 [ACK] Seq=40616 Ack=136 Win=255 Len=0"
"175","11:49:34.462815567","10.10.5.11","10.10.5.10","TCP","4546","49205  >  1291 [PSH, ACK] Seq=43058 Ack=136 Win=255 Len=4492"
"176","11:49:34.462869419","10.10.5.10","10.10.5.11","TCP","54","1291  >  49205 [ACK] Seq=136 Ack=47550 Win=501 Len=0"
"177","11:49:34.463047524","10.10.5.10","10.10.5.11","TCP","69","1291  >  49205 [PSH, ACK] Seq=136 Ack=47550 Win=501 Len=15"
"178","11:49:34.655094618","10.10.5.11","10.10.5.10","TCP","60","49205  >  1291 [ACK] Seq=47550 Ack=151 Win=255 Len=0"
"179","11:49:35.523892553","10.10.5.14","10.10.5.10","TCP","4550","49195  >  1294 [PSH, ACK] Seq=41110 Ack=136 Win=255 Len=4496"
"180","11:49:35.523955732","10.10.5.10","10.10.5.14","TCP","54","1294  >  49195 [ACK] Seq=136 Ack=45606 Win=501 Len=0"
"181","11:49:35.524184737","10.10.5.10","10.10.5.14","TCP","69","1294  >  49195 [PSH, ACK] Seq=136 Ack=45606 Win=501 Len=15"
"182","11:49:35.719557479","10.10.5.14","10.10.5.10","TCP","60","49195  >  1294 [ACK] Seq=45606 Ack=151 Win=255 Len=0"
"183","11:49:35.800778747","10.10.5.12","10.10.5.10","TCP","4544","49204  >  1292 [PSH, ACK] Seq=40382 Ack=136 Win=255 Len=4490"
"184","11:49:35.800828577","10.10.5.10","10.10.5.12","TCP","54","1292  >  49204 [ACK] Seq=136 Ack=44872 Win=501 Len=0"
"185","11:49:35.801020963","10.10.5.10","10.10.5.12","TCP","69","1292  >  49204 [PSH, ACK] Seq=136 Ack=44872 Win=501 Len=15"
"186","11:49:35.991568376","10.10.5.12","10.10.5.10","TCP","60","49204  >  1292 [ACK] Seq=44872 Ack=151 Win=255 Len=0"
"187","11:49:40.032462830","PcsCompu_90:18:5a","PcsCompu_df:63:fa","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14"
"188","11:49:40.032477391","PcsCompu_df:63:fa","PcsCompu_90:18:5a","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa"
