"No.","Time","Source","Destination","Protocol","Length","Info"
"17859","11:57:38.032048197","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17860","11:57:38.032238421","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38254 Ack=4057294 Win=65536 Len=0"
"17861","11:57:38.032238528","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17862","11:57:38.032317429","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17863","11:57:38.032436785","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38293 Ack=4061472 Win=65536 Len=0"
"17864","11:57:38.032436890","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17865","11:57:38.032623167","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17866","11:57:38.032747415","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38332 Ack=4065650 Win=65536 Len=0"
"17867","11:57:38.032747522","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17868","11:57:38.032925846","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17869","11:57:38.032995701","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38371 Ack=4069828 Win=65536 Len=0"
"17870","11:57:38.032995783","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17871","11:57:38.033129931","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17872","11:57:38.033383707","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38410 Ack=4074006 Win=65536 Len=0"
"17873","11:57:38.033383805","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17874","11:57:38.033743374","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17875","11:57:38.033830903","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38449 Ack=4078184 Win=65536 Len=0"
"17876","11:57:38.033831012","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17877","11:57:38.034021227","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17878","11:57:38.034145995","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38488 Ack=4082362 Win=65536 Len=0"
"17879","11:57:38.034246098","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17880","11:57:38.034425078","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17881","11:57:38.035079200","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38527 Ack=4086540 Win=65536 Len=0"
"17882","11:57:38.035535370","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17883","11:57:38.035796003","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17884","11:57:38.036138108","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38566 Ack=4090718 Win=65536 Len=0"
"17885","11:57:38.036138230","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17886","11:57:38.036347660","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17887","11:57:38.036466753","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38605 Ack=4094896 Win=65536 Len=0"
"17888","11:57:38.036555460","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17889","11:57:38.036944127","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17890","11:57:38.038819945","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38644 Ack=4099074 Win=65536 Len=0"
"17891","11:57:38.040031213","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17892","11:57:38.040248897","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17893","11:57:38.040800008","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38683 Ack=4103252 Win=65536 Len=0"
"17894","11:57:38.041020939","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17895","11:57:38.041231154","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17896","11:57:38.041486920","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38722 Ack=4107430 Win=65536 Len=0"
"17897","11:57:38.041806907","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17898","11:57:38.042313082","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17899","11:57:38.042313233","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38761 Ack=4111608 Win=65536 Len=0"
"17900","11:57:38.042467465","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17901","11:57:38.042621632","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17902","11:57:38.042753170","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38800 Ack=4115786 Win=65536 Len=0"
"17903","11:57:38.042897050","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17904","11:57:38.043025532","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17905","11:57:38.043200108","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38839 Ack=4119964 Win=65536 Len=0"
"17906","11:57:38.043200272","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17907","11:57:38.043348169","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17908","11:57:38.043480860","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38878 Ack=4124142 Win=65536 Len=0"
"17909","11:57:38.043480983","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17910","11:57:38.043651209","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17911","11:57:38.043749316","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38917 Ack=4128320 Win=65536 Len=0"
"17912","11:57:38.043749407","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17913","11:57:38.044000643","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17914","11:57:38.044163181","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38956 Ack=4132498 Win=65536 Len=0"
"17915","11:57:38.044163281","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17916","11:57:38.044347346","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17917","11:57:38.044440081","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=38995 Ack=4136676 Win=65536 Len=0"
"17918","11:57:38.044440193","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17919","11:57:38.044670659","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17920","11:57:38.044838181","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39034 Ack=4140854 Win=65536 Len=0"
"17921","11:57:38.044838264","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17922","11:57:38.045024156","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17923","11:57:38.045921394","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39073 Ack=4145032 Win=65536 Len=0"
"17924","11:57:38.045921523","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17925","11:57:38.046102106","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17926","11:57:38.046287079","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39112 Ack=4149210 Win=65536 Len=0"
"17927","11:57:38.046287216","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17928","11:57:38.046364118","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17929","11:57:38.046542730","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39151 Ack=4153388 Win=65536 Len=0"
"17930","11:57:38.046666679","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17931","11:57:38.046970232","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17932","11:57:38.047676850","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"17933","11:57:38.047676967","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39190 Ack=4157566 Win=65536 Len=0"
"17934","11:57:38.047812440","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17935","11:57:38.048017706","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17936","11:57:38.052274160","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39229 Ack=4161744 Win=65536 Len=0"
"17937","11:57:38.052572205","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17938","11:57:38.052855205","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17939","11:57:38.055166625","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39268 Ack=4165922 Win=65536 Len=0"
"17940","11:57:38.065342961","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17941","11:57:38.065588816","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17942","11:57:38.065735515","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39307 Ack=4170100 Win=65536 Len=0"
"17943","11:57:38.065917740","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17944","11:57:38.065984489","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17945","11:57:38.066430138","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39346 Ack=4174278 Win=65536 Len=0"
"17946","11:57:38.066712314","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17947","11:57:38.066915771","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17948","11:57:38.067986374","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39385 Ack=4178456 Win=65536 Len=0"
"17949","11:57:38.067986536","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17950","11:57:38.068344707","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17951","11:57:38.069340782","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39424 Ack=4182634 Win=65536 Len=0"
"17952","11:57:38.069340880","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17953","11:57:38.069528531","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17954","11:57:38.071671053","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39463 Ack=4186812 Win=65536 Len=0"
"17955","11:57:38.071671220","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17956","11:57:38.071915735","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17957","11:57:38.072394339","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39502 Ack=4190990 Win=65536 Len=0"
"17958","11:57:38.072571699","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17959","11:57:38.072731372","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17960","11:57:38.073004444","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39541 Ack=4195168 Win=65536 Len=0"
"17961","11:57:38.073064725","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17962","11:57:38.073320257","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17963","11:57:38.073466460","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39580 Ack=4199346 Win=65536 Len=0"
"17964","11:57:38.073466558","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17965","11:57:38.073643652","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17966","11:57:38.076112713","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39619 Ack=4203524 Win=65536 Len=0"
"17967","11:57:38.076113074","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17968","11:57:38.077993564","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17969","11:57:38.079365187","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39658 Ack=4207702 Win=65536 Len=0"
"17970","11:57:38.079365369","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17971","11:57:38.079501603","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17972","11:57:38.080352855","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39697 Ack=4211880 Win=65536 Len=0"
"17973","11:57:38.080556041","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17974","11:57:38.081481937","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17975","11:57:38.081637367","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39736 Ack=4216058 Win=65536 Len=0"
"17976","11:57:38.081637489","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17977","11:57:38.082450551","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17978","11:57:38.083136678","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39775 Ack=4220236 Win=65536 Len=0"
"17979","11:57:38.083374465","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17980","11:57:38.084318454","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17981","11:57:38.084606295","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39814 Ack=4224414 Win=65536 Len=0"
"17982","11:57:38.084820664","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17983","11:57:38.084820843","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.64? Tell 10.10.5.14"
"17984","11:57:38.085077383","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17985","11:57:38.085077478","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39853 Ack=4228592 Win=65536 Len=0"
"17986","11:57:38.085437842","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17987","11:57:38.085437980","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17988","11:57:38.085516673","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39892 Ack=4232770 Win=65536 Len=0"
"17989","11:57:38.086238702","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17990","11:57:38.086443467","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17991","11:57:38.086613719","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39931 Ack=4236948 Win=65536 Len=0"
"17992","11:57:38.086774175","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17993","11:57:38.087215229","PcsCompu_03:cb:a5","Broadcast","ARP","60","Who has 10.10.5.216? Tell 10.10.5.12"
"17994","11:57:38.087215353","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17995","11:57:38.087393176","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=39970 Ack=4241126 Win=65536 Len=0"
"17996","11:57:38.087393290","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"17997","11:57:38.087581418","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"17998","11:57:38.097392206","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40009 Ack=4245304 Win=65536 Len=0"
"17999","11:57:38.097392397","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18000","11:57:38.097848911","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18001","11:57:38.098021911","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40048 Ack=4249482 Win=65536 Len=0"
"18002","11:57:38.098351850","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18003","11:57:38.099258206","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18004","11:57:38.099695835","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40087 Ack=4253660 Win=65536 Len=0"
"18005","11:57:38.099764721","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18006","11:57:38.099909530","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18007","11:57:38.100069843","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40126 Ack=4257838 Win=65536 Len=0"
"18008","11:57:38.111461545","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18009","11:57:38.111709932","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18010","11:57:38.111868789","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40165 Ack=4262016 Win=65536 Len=0"
"18011","11:57:38.112027427","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18012","11:57:38.112255497","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18013","11:57:38.113930858","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40204 Ack=4266194 Win=65536 Len=0"
"18014","11:57:38.113931156","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18015","11:57:38.114139683","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18016","11:57:38.114929476","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40243 Ack=4270372 Win=65536 Len=0"
"18017","11:57:38.114929683","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18018","11:57:38.115287942","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18019","11:57:38.116248515","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40282 Ack=4274550 Win=65536 Len=0"
"18020","11:57:38.116248791","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18021","11:57:38.116573593","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18022","11:57:38.116986738","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40321 Ack=4278728 Win=65536 Len=0"
"18023","11:57:38.117144487","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18024","11:57:38.117310972","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18025","11:57:38.117920842","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40360 Ack=4282906 Win=65536 Len=0"
"18026","11:57:38.118096586","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18027","11:57:38.118328676","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18028","11:57:38.118549596","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40399 Ack=4287084 Win=65536 Len=0"
"18029","11:57:38.118549726","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18030","11:57:38.118755508","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18031","11:57:38.119878338","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40438 Ack=4291262 Win=65536 Len=0"
"18032","11:57:38.119878497","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18033","11:57:38.120096723","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18034","11:57:38.120898924","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40477 Ack=4295440 Win=65536 Len=0"
"18035","11:57:38.120899029","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18036","11:57:38.121139543","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18037","11:57:38.121881358","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40516 Ack=4299618 Win=65536 Len=0"
"18038","11:57:38.122343652","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18039","11:57:38.122554075","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18040","11:57:38.122554199","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40555 Ack=4303796 Win=65536 Len=0"
"18041","11:57:38.122651542","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18042","11:57:38.122885101","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18043","11:57:38.123117359","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40594 Ack=4307974 Win=65536 Len=0"
"18044","11:57:38.123117429","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18045","11:57:38.123239642","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18046","11:57:38.123394007","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40633 Ack=4312152 Win=65536 Len=0"
"18047","11:57:38.123394109","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18048","11:57:38.123518988","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18049","11:57:38.123628952","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40672 Ack=4316330 Win=65536 Len=0"
"18050","11:57:38.123629040","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18051","11:57:38.123740939","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18052","11:57:38.123971468","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40711 Ack=4320508 Win=65536 Len=0"
"18053","11:57:38.124178953","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18054","11:57:38.124179057","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18055","11:57:38.124274988","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40750 Ack=4324686 Win=65536 Len=0"
"18056","11:57:38.124423815","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18057","11:57:38.124805640","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18058","11:57:38.125456375","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40789 Ack=4328864 Win=65536 Len=0"
"18059","11:57:38.126044140","10.10.5.12","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"18060","11:57:38.126265007","10.10.5.14","10.10.5.12","SMB","4232","Trans2 Request, SESSION_SETUP"
"18061","11:57:38.126398828","10.10.5.12","10.10.5.14","TCP","60","445  >  49245 [ACK] Seq=40828 Ack=4333042 Win=65536 Len=0"
"18062","11:57:38.128139605","10.10.5.13","10.10.5.14","TCP","60","445  >  49246 [ACK] Seq=424 Ack=62516 Win=65536 Len=0"
"18063","11:57:38.128434644","10.10.5.14","10.10.5.13","SMB","1287","Trans2 Secondary Request, FID: 0x0000"
"18064","11:57:38.130637194","PcsCompu_90:18:5a","Broadcast","ARP","60","Who has 10.10.5.65? Tell 10.10.5.14"
